Date,Count,Point
2016-03-18,91,Гатчина-1
2016-03-18,123,Махачкала-1
2016-03-18,280,Долгопрудный-1
2016-03-18,91,Волжский-1
2016-03-18,88,Калининград-2
2016-03-18,86,Чайковский-1
2016-03-18,353,Самара-4
2016-03-18,36,Сыктывкар-5
2016-03-18,57,Шахты-1
2016-03-18,128,Ульяновск-1
2016-03-18,327,Самара-1
2016-03-18,52,Щелково-1
2016-03-18,230,Ростов-на-Дону-1
2016-03-18,177,Тюмень-1
2016-03-18,53,Ангарск-1
2016-03-18,276,Таганрог-1
2016-03-18,255,Сургут-1
2016-03-18,26,Салават-1
2016-03-18,222,Смоленск-2
2016-03-18,79,Белгород-1
2016-03-18,289,Самара-2
2016-03-18,75,Бугульма-1
2016-03-18,155,Тольятти-1
2016-03-18,56,Всеволожск-1
2016-03-18,37,Балаково-1
2016-03-18,7,Сыктывкар-6
2016-03-18,46,Муром-1
2016-03-18,33,Петрозаводск-1
2016-03-18,78,Сыктывкар-2
2016-03-18,63,Энгельс-1
2016-03-18,202,Ульяновск-2
2016-03-18,65,Смоленск-3
2016-03-18,145,Челябинск-1
2016-03-18,40,Нефтекамск-1
2016-03-18,167,Новороссийск-1
2016-03-18,133,Комсомольск-на-Амуре-1
2016-03-18,56,Сыктывкар-4
2016-03-18,276,Ухта-1
2016-03-18,108,Майкоп-1
2016-03-18,45,Ленинск-Кузнецкий-1
2016-03-18,34,Нахабино-1
2016-03-18,87,Москва 1-1
2016-03-18,41,Астрахань-1
2016-03-19,139,Саратов-1
2016-03-19,74,Нахабино-1
2016-03-19,67,Абакан-1
2016-03-19,67,Муром-1
2016-03-19,57,Тверь-1
2016-03-19,179,Калуга-1
2016-03-19,127,Сыктывкар-4
2016-03-19,29,Салават-1
2016-03-19,381,Самара-1
2016-03-19,79,Всеволожск-1
2016-03-19,132,Балашиха-1
2016-03-19,355,Самара-4
2016-03-19,121,Октябрьский-1
2016-03-19,158,Смоленск-3
2016-03-19,188,Реутов-1
2016-03-19,131,Мытищи-1
2016-03-19,55,Ленинск-Кузнецкий-1
2016-03-19,72,Вологда-1
2016-03-19,242,Тюмень-1
2016-03-19,97,Калининград-2
2016-03-19,114,Лобня-1
2016-03-19,58,Ханты-Мансийск-1
2016-03-19,89,Нижневартовск-1
2016-03-19,104,Сыктывкар-2
2016-03-19,56,Астрахань-1
2016-03-19,32,Петрозаводск-1
2016-03-19,126,Москва 1-1
2016-03-19,127,Махачкала-1
2016-03-19,187,Железнодорожный-1
2016-03-19,181,Тольятти-1
2016-03-19,257,Сургут-1
2016-03-19,101,Сарапул-1
2016-03-19,288,Сыктывкар-1
2016-03-19,296,Таганрог-1
2016-03-19,143,Сыктывкар-3
2016-03-19,92,Балаково-1
2016-03-19,48,Нефтекамск-1
2016-03-19,428,Самара-3
2016-03-19,132,Бугульма-1
2016-03-19,127,Волжский-1
2016-03-19,120,Альметьевск-1
2016-03-19,140,Ульяновск-1
2016-03-19,165,Гатчина-1
2016-03-19,121,Челябинск-2
2016-03-19,96,Белгород-1
2016-03-19,241,Королев-1
2016-03-19,97,Колпино-1
2016-03-19,134,Новороссийск-1
2016-03-19,86,Майкоп-1
2016-03-19,60,Пушкино-1
2016-03-19,78,Чайковский-1
2016-03-19,104,Гатчина-2
2016-03-19,141,Березники-1
2016-03-19,282,Смоленск-2
2016-03-19,160,Челябинск-1
2016-03-19,109,Нижнекамск-1
2016-03-19,104,Ангарск-1
2016-03-19,202,Ростов-на-Дону-1
2016-03-19,275,Химки-1
2016-03-19,111,Зеленоград-1
2016-03-19,350,Ухта-1
2016-03-19,195,Одинцово-1
2016-03-19,424,Самара-2
2016-03-19,336,Смоленск-1
2016-03-19,235,Ростов-на-Дону-2
2016-03-19,166,Комсомольск-на-Амуре-1
2016-03-19,176,Ачинск-1
2016-03-19,83,Энгельс-1
2016-03-19,59,Сыктывкар-5
2016-03-19,62,Шахты-1
2016-03-19,57,Щелково-1
2016-03-19,127,Домодедово-1
2016-03-19,366,Долгопрудный-1
2016-03-19,8,Сыктывкар-6
2016-03-19,51,Новочебоксарск-1
2016-03-19,273,Ульяновск-2
2016-03-19,225,Уссурийск-1
2016-03-19,147,Калининград-1
2016-03-20,155,Железнодорожный-1
2016-03-20,245,Сыктывкар-1
2016-03-20,220,Тольятти-1
2016-03-20,44,Сыктывкар-5
2016-03-20,124,Альметьевск-1
2016-03-20,266,Смоленск-1
2016-03-20,80,Чайковский-1
2016-03-20,71,Ленинск-Кузнецкий-1
2016-03-20,87,Ангарск-1
2016-03-20,158,Одинцово-1
2016-03-20,343,Самара-2
2016-03-20,61,Нахабино-1
2016-03-20,69,Зеленоград-1
2016-03-20,138,Реутов-1
2016-03-20,45,Тверь-1
2016-03-20,85,Колпино-1
2016-03-20,66,Вологда-1
2016-03-20,147,Новороссийск-1
2016-03-20,118,Белгород-1
2016-03-20,123,Махачкала-1
2016-03-20,75,Балаково-1
2016-03-20,218,Ульяновск-2
2016-03-20,165,Тюмень-1
2016-03-20,274,Самара-3
2016-03-20,236,Смоленск-2
2016-03-20,151,Челябинск-1
2016-03-20,166,Уссурийск-1
2016-03-20,107,Мытищи-1
2016-03-20,115,Бугульма-1
2016-03-20,176,Ростов-на-Дону-1
2016-03-20,106,Смоленск-3
2016-03-20,35,Новочебоксарск-1
2016-03-20,197,Комсомольск-на-Амуре-1
2016-03-20,92,Майкоп-1
2016-03-20,19,Сочи-1
2016-03-20,279,Самара-4
2016-03-20,207,Королев-1
2016-03-20,68,Всеволожск-1
2016-03-20,108,Сыктывкар-2
2016-03-20,119,Октябрьский-1
2016-03-20,34,Щелково-1
2016-03-20,100,Нижнекамск-1
2016-03-20,113,Ульяновск-1
2016-03-20,79,Домодедово-1
2016-03-20,115,Березники-1
2016-03-20,67,Муром-1
2016-03-20,23,Салават-1
2016-03-20,287,Самара-1
2016-03-20,5,Сыктывкар-6
2016-03-20,105,Волжский-1
2016-03-20,32,Нефтекамск-1
2016-03-20,276,Ухта-1
2016-03-20,122,Сыктывкар-4
2016-03-20,127,Челябинск-2
2016-03-20,124,Гатчина-2
2016-03-20,110,Гатчина-1
2016-03-20,134,Саратов-1
2016-03-20,141,Сыктывкар-3
2016-03-20,53,Астрахань-1
2016-03-20,149,Калуга-1
2016-03-20,84,Абакан-1
2016-03-20,56,Шахты-1
2016-03-20,74,Энгельс-1
2016-03-20,178,Химки-1
2016-03-20,78,Калининград-2
2016-03-20,251,Долгопрудный-1
2016-03-20,196,Сургут-1
2016-03-20,74,Нижневартовск-1
2016-03-20,104,Москва 1-1
2016-03-20,59,Пушкино-1
2016-03-20,23,Петрозаводск-1
2016-03-20,27,Ханты-Мансийск-1
2016-03-20,151,Ачинск-1
2016-03-20,113,Лобня-1
2016-03-20,78,Сарапул-1
2016-03-20,292,Таганрог-1
2016-03-20,130,Калининград-1
2016-03-20,159,Ростов-на-Дону-2
2016-03-20,119,Балашиха-1
2016-03-21,66,Березники-1
2016-03-21,20,Чайковский-1
2016-03-21,135,Сургут-1
2016-03-21,186,Самара-4
2016-03-21,126,Химки-1
2016-03-21,72,Реутов-1
2016-03-21,43,Астрахань-1
2016-03-21,94,Уссурийск-1
2016-03-21,37,Всеволожск-1
2016-03-21,18,Нефтекамск-1
2016-03-21,58,Вологда-1
2016-03-21,52,Альметьевск-1
2016-03-21,153,Ростов-на-Дону-1
2016-03-21,77,Домодедово-1
2016-03-21,170,Сыктывкар-1
2016-03-21,71,Гатчина-1
2016-03-21,169,Самара-2
2016-03-21,62,Мытищи-1
2016-03-21,119,Ростов-на-Дону-2
2016-03-21,51,Королев-1
2016-03-21,136,Ульяновск-2
2016-03-21,77,Комсомольск-на-Амуре-1
2016-03-21,20,Тверь-1
2016-03-21,67,Сыктывкар-2
2016-03-21,74,Белгород-1
2016-03-21,41,Нижневартовск-1
2016-03-21,232,Самара-3
2016-03-21,4,Сыктывкар-6
2016-03-21,49,Шахты-1
2016-03-21,76,Смоленск-3
2016-03-21,62,Балашиха-1
2016-03-21,35,Энгельс-1
2016-03-21,123,Новороссийск-1
2016-03-21,91,Октябрьский-1
2016-03-21,40,Зеленоград-1
2016-03-21,75,Майкоп-1
2016-03-21,49,Ангарск-1
2016-03-21,33,Пушкино-1
2016-03-21,12,Петрозаводск-1
2016-03-21,64,Москва 1-1
2016-03-21,12,Щелково-1
2016-03-21,36,Гатчина-2
2016-03-21,84,Ульяновск-1
2016-03-21,14,Салават-1
2016-03-21,103,Абакан-1
2016-03-21,89,Челябинск-1
2016-03-21,73,Нижнекамск-1
2016-03-21,29,Ханты-Мансийск-1
2016-03-21,129,Тюмень-1
2016-03-21,68,Лобня-1
2016-03-21,56,Сарапул-1
2016-03-21,37,Муром-1
2016-03-21,141,Ачинск-1
2016-03-21,62,Калининград-2
2016-03-21,131,Смоленск-2
2016-03-21,20,Новочебоксарск-1
2016-03-21,94,Волжский-1
2016-03-21,69,Челябинск-2
2016-03-21,56,Калининград-1
2016-03-21,169,Ухта-1
2016-03-21,29,Ленинск-Кузнецкий-1
2016-03-21,101,Калуга-1
2016-03-21,188,Таганрог-1
2016-03-21,95,Колпино-1
2016-03-21,51,Сыктывкар-4
2016-03-21,81,Тольятти-1
2016-03-21,164,Самара-1
2016-03-21,53,Одинцово-1
2016-03-21,49,Сыктывкар-5
2016-03-21,70,Саратов-1
2016-03-21,38,Нахабино-1
2016-03-21,123,Смоленск-1
2016-03-21,39,Балаково-1
2016-03-21,174,Долгопрудный-1
2016-03-21,79,Железнодорожный-1
2016-03-21,7,Сочи-1
2016-03-21,71,Сыктывкар-3
2016-03-21,109,Махачкала-1
2016-03-21,73,Бугульма-1
2016-03-22,159,Смоленск-2
2016-03-22,49,Альметьевск-1
2016-03-22,46,Нижневартовск-1
2016-03-22,42,Сарапул-1
2016-03-22,84,Балашиха-1
2016-03-22,53,Муром-1
2016-03-22,111,Смоленск-1
2016-03-22,158,Долгопрудный-1
2016-03-22,74,Белгород-1
2016-03-22,5,Сыктывкар-6
2016-03-22,37,Вологда-1
2016-03-22,155,Самара-1
2016-03-22,59,Сыктывкар-2
2016-03-22,96,Бугульма-1
2016-03-22,68,Октябрьский-1
2016-03-22,115,Сургут-1
2016-03-22,73,Домодедово-1
2016-03-22,45,Москва 1-1
2016-03-22,77,Нижнекамск-1
2016-03-22,53,Калининград-2
2016-03-22,31,Ханты-Мансийск-1
2016-03-22,23,Нахабино-1
2016-03-22,77,Саратов-1
2016-03-22,112,Ульяновск-2
2016-03-22,66,Королев-1
2016-03-22,92,Калининград-1
2016-03-22,27,Новочебоксарск-1
2016-03-22,90,Челябинск-1
2016-03-22,139,Ачинск-1
2016-03-22,96,Уссурийск-1
2016-03-22,161,Ростов-на-Дону-1
2016-03-22,73,Зеленоград-1
2016-03-22,95,Майкоп-1
2016-03-22,74,Ульяновск-1
2016-03-22,181,Таганрог-1
2016-03-22,43,Энгельс-1
2016-03-22,33,Чайковский-1
2016-03-22,72,Лобня-1
2016-03-22,87,Абакан-1
2016-03-22,15,Салават-1
2016-03-22,75,Колпино-1
2016-03-22,120,Махачкала-1
2016-03-22,23,Сыктывкар-5
2016-03-22,151,Ухта-1
2016-03-22,22,Ленинск-Кузнецкий-1
2016-03-22,39,Шахты-1
2016-03-22,29,Балаково-1
2016-03-22,16,Петрозаводск-1
2016-03-22,86,Комсомольск-на-Амуре-1
2016-03-22,39,Пушкино-1
2016-03-22,56,Ангарск-1
2016-03-22,193,Самара-2
2016-03-22,99,Тольятти-1
2016-03-22,113,Ростов-на-Дону-2
2016-03-22,19,Нефтекамск-1
2016-03-22,91,Челябинск-2
2016-03-22,170,Самара-3
2016-03-22,137,Тюмень-1
2016-03-22,25,Тверь-1
2016-03-22,75,Сыктывкар-3
2016-03-22,56,Мытищи-1
2016-03-22,60,Гатчина-1
2016-03-22,114,Химки-1
2016-03-22,61,Железнодорожный-1
2016-03-22,43,Сыктывкар-4
2016-03-22,98,Новороссийск-1
2016-03-22,9,Сочи-1
2016-03-22,76,Березники-1
2016-03-22,32,Щелково-1
2016-03-22,153,Самара-4
2016-03-22,42,Астрахань-1
2016-03-22,34,Всеволожск-1
2016-03-22,26,Гатчина-2
2016-03-22,117,Калуга-1
2016-03-22,80,Реутов-1
2016-03-22,93,Волжский-1
2016-03-22,82,Одинцово-1
2016-03-22,47,Смоленск-3
2016-03-22,169,Сыктывкар-1
2016-03-23,66,Березники-1
2016-03-23,4,Сыктывкар-6
2016-03-23,55,Домодедово-1
2016-03-23,13,Сочи-1
2016-03-23,95,Тольятти-1
2016-03-23,139,Ачинск-1
2016-03-23,113,Ульяновск-2
2016-03-23,112,Челябинск-2
2016-03-23,27,Нахабино-1
2016-03-23,117,Тюмень-1
2016-03-23,38,Ангарск-1
2016-03-23,182,Таганрог-1
2016-03-23,17,Щелково-1
2016-03-23,46,Пушкино-1
2016-03-23,27,Москва 1-1
2016-03-23,112,Уссурийск-1
2016-03-23,30,Ленинск-Кузнецкий-1
2016-03-23,69,Волжский-1
2016-03-23,152,Ухта-1
2016-03-23,63,Калининград-2
2016-03-23,55,Альметьевск-1
2016-03-23,58,Лобня-1
2016-03-23,111,Химки-1
2016-03-23,6,Петрозаводск-1
2016-03-23,69,Майкоп-1
2016-03-23,35,Энгельс-1
2016-03-23,85,Нижнекамск-1
2016-03-23,215,Самара-3
2016-03-23,97,Калуга-1
2016-03-23,45,Вологда-1
2016-03-23,93,Абакан-1
2016-03-23,80,Реутов-1
2016-03-23,23,Всеволожск-1
2016-03-23,101,Саратов-1
2016-03-23,50,Муром-1
2016-03-23,208,Самара-4
2016-03-23,18,Салават-1
2016-03-23,170,Смоленск-1
2016-03-23,101,Сыктывкар-3
2016-03-23,81,Балашиха-1
2016-03-23,92,Комсомольск-на-Амуре-1
2016-03-23,77,Октябрьский-1
2016-03-23,148,Долгопрудный-1
2016-03-23,37,Ханты-Мансийск-1
2016-03-23,64,Мытищи-1
2016-03-23,213,Сыктывкар-1
2016-03-23,85,Гатчина-1
2016-03-23,80,Ульяновск-1
2016-03-23,182,Самара-2
2016-03-23,97,Новороссийск-1
2016-03-23,21,Нефтекамск-1
2016-03-23,145,Ростов-на-Дону-1
2016-03-23,80,Белгород-1
2016-03-23,126,Смоленск-2
2016-03-23,68,Колпино-1
2016-03-23,159,Сургут-1
2016-03-23,93,Одинцово-1
2016-03-23,84,Калининград-1
2016-03-23,77,Железнодорожный-1
2016-03-23,68,Зеленоград-1
2016-03-23,55,Смоленск-3
2016-03-23,39,Нижневартовск-1
2016-03-23,108,Махачкала-1
2016-03-23,63,Королев-1
2016-03-23,39,Шахты-1
2016-03-23,90,Ростов-на-Дону-2
2016-03-23,71,Сыктывкар-2
2016-03-23,22,Новочебоксарск-1
2016-03-23,47,Сыктывкар-4
2016-03-23,101,Челябинск-1
2016-03-23,46,Тверь-1
2016-03-23,54,Сарапул-1
2016-03-23,41,Сыктывкар-5
2016-03-23,26,Чайковский-1
2016-03-23,31,Балаково-1
2016-03-23,29,Астрахань-1
2016-03-23,149,Самара-1
2016-03-23,46,Гатчина-2
2016-03-23,65,Бугульма-1
2016-03-24,35,Астрахань-1
2016-03-24,167,Самара-1
2016-03-24,65,Калининград-2
2016-03-24,39,Сыктывкар-5
2016-03-24,110,Сыктывкар-3
2016-03-24,69,Ульяновск-1
2016-03-24,144,Ульяновск-2
2016-03-24,84,Железнодорожный-1
2016-03-24,68,Альметьевск-1
2016-03-24,39,Тверь-1
2016-03-24,186,Сургут-1
2016-03-24,78,Гатчина-1
2016-03-24,61,Бугульма-1
2016-03-24,45,Вологда-1
2016-03-24,38,Балаково-1
2016-03-24,207,Сыктывкар-1
2016-03-24,92,Реутов-1
2016-03-24,21,Сочи-1
2016-03-24,111,Калининград-1
2016-03-24,204,Таганрог-1
2016-03-24,221,Самара-3
2016-03-24,22,Нефтекамск-1
2016-03-24,52,Волжский-1
2016-03-24,125,Тольятти-1
2016-03-24,202,Самара-4
2016-03-24,39,Ханты-Мансийск-1
2016-03-24,3,Сыктывкар-6
2016-03-24,72,Одинцово-1
2016-03-24,53,Нижневартовск-1
2016-03-24,51,Муром-1
2016-03-24,25,Щелково-1
2016-03-24,66,Абакан-1
2016-03-24,113,Белгород-1
2016-03-24,143,Ростов-на-Дону-1
2016-03-24,116,Новороссийск-1
2016-03-24,41,Нахабино-1
2016-03-24,179,Смоленск-2
2016-03-24,193,Самара-2
2016-03-24,170,Смоленск-1
2016-03-24,95,Смоленск-3
2016-03-24,121,Химки-1
2016-03-24,35,Москва 1-1
2016-03-24,157,Долгопрудный-1
2016-03-24,45,Чайковский-1
2016-03-24,44,Энгельс-1
2016-03-24,67,Сыктывкар-4
2016-03-24,111,Октябрьский-1
2016-03-24,8,Петрозаводск-1
2016-03-24,129,Тюмень-1
2016-03-24,76,Сыктывкар-2
2016-03-24,78,Нижнекамск-1
2016-03-24,97,Комсомольск-на-Амуре-1
2016-03-24,117,Уссурийск-1
2016-03-24,123,Махачкала-1
2016-03-24,96,Калуга-1
2016-03-24,48,Ангарск-1
2016-03-24,88,Зеленоград-1
2016-03-24,60,Шахты-1
2016-03-24,70,Березники-1
2016-03-24,63,Мытищи-1
2016-03-24,92,Майкоп-1
2016-03-24,95,Балашиха-1
2016-03-24,59,Домодедово-1
2016-03-24,81,Челябинск-2
2016-03-24,30,Новочебоксарск-1
2016-03-24,41,Пушкино-1
2016-03-24,44,Гатчина-2
2016-03-24,87,Ачинск-1
2016-03-24,41,Ленинск-Кузнецкий-1
2016-03-24,124,Челябинск-1
2016-03-24,120,Ростов-на-Дону-2
2016-03-24,75,Королев-1
2016-03-24,95,Лобня-1
2016-03-24,14,Салават-1
2016-03-24,185,Ухта-1
2016-03-24,26,Всеволожск-1
2016-03-24,55,Сарапул-1
2016-03-24,82,Колпино-1
2016-03-24,74,Саратов-1
2016-03-25,28,Петрозаводск-1
2016-03-25,38,Салават-1
2016-03-25,117,Челябинск-2
2016-03-25,117,Мытищи-1
2016-03-25,63,Вологда-1
2016-03-25,157,Ростов-на-Дону-2
2016-03-25,97,Гатчина-1
2016-03-25,128,Сыктывкар-3
2016-03-25,80,Смоленск-3
2016-03-25,91,Нижневартовск-1
2016-03-25,110,Махачкала-1
2016-03-25,96,Волжский-1
2016-03-25,333,Самара-2
2016-03-25,97,Балашиха-1
2016-03-25,53,Муром-1
2016-03-25,59,Гатчина-2
2016-03-25,125,Октябрьский-1
2016-03-25,352,Самара-3
2016-03-25,74,Ангарск-1
2016-03-25,105,Сыктывкар-2
2016-03-25,64,Пушкино-1
2016-03-25,115,Белгород-1
2016-03-25,55,Тверь-1
2016-03-25,105,Калининград-2
2016-03-25,264,Таганрог-1
2016-03-25,98,Москва 1-1
2016-03-25,115,Альметьевск-1
2016-03-25,213,Ульяновск-2
2016-03-25,57,Чайковский-1
2016-03-25,210,Тольятти-1
2016-03-25,46,Нефтекамск-1
2016-03-25,170,Королев-1
2016-03-25,113,Саратов-1
2016-03-25,47,Новочебоксарск-1
2016-03-25,130,Одинцово-1
2016-03-25,88,Калининград-1
2016-03-25,102,Березники-1
2016-03-25,79,Ханты-Мансийск-1
2016-03-25,175,Уссурийск-1
2016-03-25,118,Железнодорожный-1
2016-03-25,180,Химки-1
2016-03-25,13,Сыктывкар-6
2016-03-25,81,Колпино-1
2016-03-25,302,Самара-1
2016-03-25,31,Щелково-1
2016-03-25,93,Нижнекамск-1
2016-03-25,324,Смоленск-1
2016-03-25,128,Реутов-1
2016-03-25,37,Ленинск-Кузнецкий-1
2016-03-25,94,Зеленоград-1
2016-03-25,94,Майкоп-1
2016-03-25,294,Ухта-1
2016-03-25,201,Смоленск-2
2016-03-25,156,Челябинск-1
2016-03-25,307,Самара-4
2016-03-25,77,Сыктывкар-4
2016-03-25,140,Новороссийск-1
2016-03-25,3,Сочи-1
2016-03-25,136,Ачинск-1
2016-03-25,46,Балаково-1
2016-03-25,245,Сургут-1
2016-03-25,105,Лобня-1
2016-03-25,127,Калуга-1
2016-03-25,89,Бугульма-1
2016-03-25,49,Нахабино-1
2016-03-25,46,Сыктывкар-5
2016-03-25,62,Сарапул-1
2016-03-25,58,Астрахань-1
2016-03-25,126,Комсомольск-на-Амуре-1
2016-03-25,250,Сыктывкар-1
2016-03-25,237,Долгопрудный-1
2016-03-25,94,Абакан-1
2016-03-25,159,Ульяновск-1
2016-03-25,52,Шахты-1
2016-03-25,33,Всеволожск-1
2016-03-25,81,Энгельс-1
2016-03-25,93,Домодедово-1
2016-03-25,198,Тюмень-1
2016-03-26,152,Мытищи-1
2016-03-26,252,Таганрог-1
2016-03-26,67,Майкоп-1
2016-03-26,61,Сыктывкар-5
2016-03-26,276,Тольятти-1
2016-03-26,88,Чайковский-1
2016-03-26,105,Домодедово-1
2016-03-26,320,Долгопрудный-1
2016-03-26,47,Астрахань-1
2016-03-26,295,Ульяновск-2
2016-03-26,134,Саратов-1
2016-03-26,108,Калининград-2
2016-03-26,117,Октябрьский-1
2016-03-26,426,Самара-1
2016-03-26,97,Колпино-1
2016-03-26,143,Челябинск-2
2016-03-26,69,Ленинск-Кузнецкий-1
2016-03-26,120,Зеленоград-1
2016-03-26,138,Ачинск-1
2016-03-26,65,Новочебоксарск-1
2016-03-26,115,Сыктывкар-2
2016-03-26,428,Самара-2
2016-03-26,178,Новороссийск-1
2016-03-26,443,Самара-3
2016-03-26,193,Ульяновск-1
2016-03-26,95,Сарапул-1
2016-03-26,122,Березники-1
2016-03-26,400,Самара-4
2016-03-26,96,Нижневартовск-1
2016-03-26,134,Калининград-1
2016-03-26,48,Нефтекамск-1
2016-03-26,119,Альметьевск-1
2016-03-26,88,Абакан-1
2016-03-26,157,Сыктывкар-3
2016-03-26,73,Шахты-1
2016-03-26,147,Королев-1
2016-03-26,133,Волжский-1
2016-03-26,205,Комсомольск-на-Амуре-1
2016-03-26,306,Сыктывкар-1
2016-03-26,26,Салават-1
2016-03-26,241,Смоленск-2
2016-03-26,67,Нахабино-1
2016-03-26,71,Балаково-1
2016-03-26,56,Тверь-1
2016-03-26,97,Бугульма-1
2016-03-26,14,Сыктывкар-6
2016-03-26,47,Щелково-1
2016-03-26,316,Ухта-1
2016-03-26,116,Москва 1-1
2016-03-26,69,Ханты-Мансийск-1
2016-03-26,138,Сыктывкар-4
2016-03-26,104,Нижнекамск-1
2016-03-26,68,Всеволожск-1
2016-03-26,306,Сургут-1
2016-03-26,224,Химки-1
2016-03-26,151,Одинцово-1
2016-03-26,172,Калуга-1
2016-03-26,217,Уссурийск-1
2016-03-26,160,Смоленск-3
2016-03-26,103,Энгельс-1
2016-03-26,167,Ростов-на-Дону-2
2016-03-26,68,Вологда-1
2016-03-26,151,Гатчина-1
2016-03-26,5,Сочи-1
2016-03-26,172,Челябинск-1
2016-03-26,81,Пушкино-1
2016-03-26,188,Тюмень-1
2016-03-26,98,Гатчина-2
2016-03-26,105,Белгород-1
2016-03-26,664,Смоленск-1
2016-03-26,188,Реутов-1
2016-03-26,153,Махачкала-1
2016-03-26,169,Железнодорожный-1
2016-03-26,189,Ростов-на-Дону-1
2016-03-26,137,Балашиха-1
2016-03-26,134,Лобня-1
2016-03-26,78,Ангарск-1
2016-03-26,28,Петрозаводск-1
2016-03-26,71,Муром-1
2016-03-27,124,Октябрьский-1
2016-03-27,97,Колпино-1
2016-03-27,131,Саратов-1
2016-03-27,65,Пушкино-1
2016-03-27,108,Калининград-1
2016-03-27,265,Долгопрудный-1
2016-03-27,84,Белгород-1
2016-03-27,139,Ульяновск-1
2016-03-27,82,Домодедово-1
2016-03-27,156,Ачинск-1
2016-03-27,170,Смоленск-2
2016-03-27,54,Муром-1
2016-03-27,117,Нижнекамск-1
2016-03-27,309,Самара-2
2016-03-27,140,Новороссийск-1
2016-03-27,102,Волжский-1
2016-03-27,113,Реутов-1
2016-03-27,67,Энгельс-1
2016-03-27,123,Королев-1
2016-03-27,25,Петрозаводск-1
2016-03-27,341,Самара-3
2016-03-27,244,Смоленск-1
2016-03-27,65,Сарапул-1
2016-03-27,90,Сыктывкар-2
2016-03-27,73,Майкоп-1
2016-03-27,191,Ростов-на-Дону-2
2016-03-27,327,Самара-4
2016-03-27,67,Ленинск-Кузнецкий-1
2016-03-27,168,Тюмень-1
2016-03-27,63,Ханты-Мансийск-1
2016-03-27,61,Шахты-1
2016-03-27,133,Смоленск-3
2016-03-27,60,Чайковский-1
2016-03-27,10,Сочи-1
2016-03-27,161,Одинцово-1
2016-03-27,6,Сыктывкар-6
2016-03-27,75,Калининград-2
2016-03-27,54,Астрахань-1
2016-03-27,24,Салават-1
2016-03-27,159,Махачкала-1
2016-03-27,249,Самара-1
2016-03-27,209,Ульяновск-2
2016-03-27,84,Ангарск-1
2016-03-27,164,Ростов-на-Дону-1
2016-03-27,44,Нефтекамск-1
2016-03-27,134,Комсомольск-на-Амуре-1
2016-03-27,52,Нахабино-1
2016-03-27,144,Сыктывкар-4
2016-03-27,305,Сыктывкар-1
2016-03-27,53,Всеволожск-1
2016-03-27,239,Тольятти-1
2016-03-27,151,Сыктывкар-3
2016-03-27,85,Абакан-1
2016-03-27,171,Железнодорожный-1
2016-03-27,46,Сыктывкар-5
2016-03-27,149,Челябинск-1
2016-03-27,156,Уссурийск-1
2016-03-27,107,Гатчина-2
2016-03-27,104,Бугульма-1
2016-03-27,44,Тверь-1
2016-03-27,113,Альметьевск-1
2016-03-27,129,Гатчина-1
2016-03-27,139,Челябинск-2
2016-03-27,240,Сургут-1
2016-03-27,70,Нижневартовск-1
2016-03-27,246,Таганрог-1
2016-03-27,103,Березники-1
2016-03-27,107,Москва 1-1
2016-03-27,92,Зеленоград-1
2016-03-27,140,Балашиха-1
2016-03-27,56,Щелково-1
2016-03-27,106,Мытищи-1
2016-03-27,216,Химки-1
2016-03-27,174,Калуга-1
2016-03-27,63,Вологда-1
2016-03-27,293,Ухта-1
2016-03-27,116,Лобня-1
2016-03-27,68,Балаково-1
2016-03-27,57,Новочебоксарск-1
2016-03-28,94,Калуга-1
2016-03-28,75,Абакан-1
2016-03-28,4,Сочи-1
2016-03-28,1,Сыктывкар-6
2016-03-28,90,Новороссийск-1
2016-03-28,39,Сарапул-1
2016-03-28,98,Ростов-на-Дону-2
2016-03-28,158,Ульяновск-2
2016-03-28,83,Реутов-1
2016-03-28,64,Зеленоград-1
2016-03-28,194,Самара-2
2016-03-28,97,Ачинск-1
2016-03-28,81,Лобня-1
2016-03-28,33,Астрахань-1
2016-03-28,68,Волжский-1
2016-03-28,154,Смоленск-1
2016-03-28,67,Мытищи-1
2016-03-28,32,Гатчина-2
2016-03-28,91,Челябинск-1
2016-03-28,118,Смоленск-2
2016-03-28,86,Майкоп-1
2016-03-28,40,Энгельс-1
2016-03-28,30,Нахабино-1
2016-03-28,39,Сыктывкар-5
2016-03-28,39,Вологда-1
2016-03-28,21,Щелково-1
2016-03-28,93,Одинцово-1
2016-03-28,76,Сыктывкар-3
2016-03-28,49,Пушкино-1
2016-03-28,111,Комсомольск-на-Амуре-1
2016-03-28,43,Шахты-1
2016-03-28,59,Сыктывкар-2
2016-03-28,58,Домодедово-1
2016-03-28,26,Салават-1
2016-03-28,69,Октябрьский-1
2016-03-28,36,Ангарск-1
2016-03-28,122,Тюмень-1
2016-03-28,41,Ленинск-Кузнецкий-1
2016-03-28,64,Железнодорожный-1
2016-03-28,56,Сыктывкар-4
2016-03-28,79,Нижневартовск-1
2016-03-28,174,Самара-4
2016-03-28,91,Челябинск-2
2016-03-28,161,Таганрог-1
2016-03-28,63,Калининград-2
2016-03-28,150,Ростов-на-Дону-1
2016-03-28,253,Самара-3
2016-03-28,56,Белгород-1
2016-03-28,57,Колпино-1
2016-03-28,23,Тверь-1
2016-03-28,59,Бугульма-1
2016-03-28,72,Ульяновск-1
