NextExisting1Value,NextExisting2Value,NextExisting3Value,NextExisting7Value,NextExisting14Value,NextExisting21Value,NextExisting30Value
97.0,151.0,186.666666667,143.4,136.416666667,129.0,134.888888889
83.0,106.5,116.666666667,88.6,93.4166666667,87.5263157895,95.8518518519
148.0,161.0,165.666666667,140.0,153.833333333,144.263157895,150.777777778
102.0,138.5,169.0,122.8,115.0,98.1052631579,97.8148148148
81.0,96.5,111.333333333,89.0,89.5,87.0526315789,86.7407407407
39.0,56.5,58.6666666667,41.2,43.25,38.1052631579,40.8148148148
151.0,179.0,196.0,162.0,153.5,138.157894737,135.777777778
66.0,92.5,108.0,77.8,80.0,70.3684210526,77.5555555556
221.0,250.5,275.666666667,220.4,234.333333333,213.947368421,229.444444444
102.0,108.0,122.0,104.6,98.75,91.2631578947,92.3333333333
127.0,163.0,169.0,125.6,120.333333333,113.315789474,109.296296296
46.0,62.0,73.6666666667,58.8,59.5833333333,58.0,59.6666666667
123.0,124.5,141.0,113.4,119.583333333,110.894736842,110.185185185
74.0,87.5,104.666666667,78.4,75.5833333333,69.1578947368,73.2222222222
118.0,134.5,166.333333333,135.8,127.0,116.052631579,128.0
58.0,75.0,79.3333333333,68.8,67.9166666667,61.2631578947,64.8148148148
117.0,142.5,168.0,146.0,145.583333333,138.157894737,140.111111111
69.0,75.5,87.0,67.2,65.3333333333,57.6315789474,63.0740740741
108.0,118.5,141.0,112.2,115.416666667,102.842105263,105.962962963
75.0,86.0,104.333333333,85.4,80.75,72.8947368421,74.8148148148
84.0,92.0,110.666666667,91.0,94.5833333333,88.7368421053,89.7777777778
50.0,48.5,54.3333333333,45.4,44.6666666667,41.9473684211,42.3703703704
121.0,157.0,175.333333333,143.6,150.583333333,145.526315789,153.666666667
136.0,164.0,194.666666667,149.0,149.666666667,129.473684211,136.074074074
298.0,343.5,380.0,297.8,288.583333333,263.263157895,274.37037037
132.0,156.0,174.666666667,142.2,149.666666667,131.578947368,135.518518519
104.0,121.0,143.333333333,107.8,111.0,105.105263158,106.888888889
53.0,68.0,79.0,62.4,56.1666666667,53.8421052632,55.4814814815
259.0,312.5,378.333333333,293.4,316.083333333,284.473684211,296.555555556
40.0,51.5,66.0,52.0,48.0833333333,46.1578947368,49.8518518519
130.0,124.0,118.666666667,101.4,105.333333333,91.5263157895,90.9259259259
174.0,174.5,174.5,137.0,152.083333333,151.473684211,150.884615385
256.0,243.0,243.0,200.4,223.666666667,209.578947368,206.0
130.0,133.5,133.5,85.6,94.4166666667,89.0,96.3461538462
183.0,203.0,203.0,130.0,124.25,112.947368421,115.346153846
126.0,123.5,123.5,85.8,85.0833333333,77.2105263158,74.4230769231
78.0,87.5,87.5,59.0,61.6666666667,61.6315789474,60.1923076923
187.0,191.5,191.5,136.8,136.666666667,122.263157895,121.038461538
389.0,421.0,421.0,282.8,285.25,273.421052632,273.461538462
100.0,124.0,124.0,88.2,93.6666666667,91.1578947368,90.0
92.0,90.0,90.0,67.4,66.6666666667,61.5789473684,65.0769230769
46.0,44.0,44.0,33.4,36.0833333333,31.6315789474,40.3461538462
101.0,120.0,120.0,71.4,73.3333333333,68.2631578947,73.1923076923
175.0,202.5,202.5,116.4,113.0,99.4210526316,97.6538461538
77.0,85.0,85.0,66.2,73.3333333333,68.0526315789,67.1153846154
202.0,205.5,205.5,139.6,141.416666667,138.421052632,136.230769231
365.0,332.5,332.5,231.6,245.833333333,227.578947368,224.769230769
133.0,127.0,127.0,91.4,87.8333333333,78.6842105263,90.1538461538
292.0,327.0,327.0,246.2,271.166666667,253.947368421,255.076923077
380.0,436.0,436.0,317.4,361.583333333,347.315789474,343.538461538
126.0,150.0,150.0,108.8,117.833333333,112.263157895,109.692307692
118.0,113.0,113.0,90.4,100.916666667,91.8421052632,89.4230769231
74.0,68.5,68.5,37.0,44.1666666667,39.0526315789,40.8846153846
433.0,410.5,410.5,272.4,289.416666667,268.052631579,266.538461538
112.0,137.0,137.0,97.8,114.166666667,108.894736842,110.269230769
205.0,231.5,231.5,145.6,135.5,133.473684211,136.346153846
280.0,303.0,303.0,219.8,232.583333333,223.789473684,229.769230769
151.0,190.5,190.5,130.8,126.083333333,117.789473684,128.384615385
153.0,153.0,153.0,104.8,107.25,99.5263157895,100.961538462
140.0,170.5,170.5,103.8,108.833333333,101.526315789,107.807692308
144.0,158.0,158.0,112.4,103.083333333,95.2631578947,94.3846153846
67.0,84.5,84.5,66.6,64.3333333333,57.5263157895,59.6923076923
126.0,148.5,148.5,101.2,91.9166666667,81.4210526316,85.8461538462
87.0,83.5,83.5,62.0,66.0833333333,78.0526315789,76.2692307692
38.0,39.0,39.0,34.0,40.6666666667,40.1578947368,41.4615384615
180.0,196.0,196.0,133.4,149.5,135.526315789,135.653846154
83.0,92.0,92.0,61.8,56.5,54.1052631579,55.5769230769
202.0,204.0,204.0,132.4,137.916666667,129.631578947,130.192307692
207.0,218.5,218.5,159.4,149.083333333,137.526315789,135.192307692
193.0,202.5,202.5,143.2,152.25,150.473684211,154.923076923
157.0,166.5,166.5,112.2,113.083333333,112.263157895,117.846153846
82.0,96.0,96.0,62.0,64.0,58.4210526316,62.8461538462
209.0,209.0,209.0,154.6,171.0,169.210526316,166.730769231
104.0,133.0,133.0,103.4,102.083333333,97.5789473684,98.2692307692
138.0,163.0,163.0,102.2,111.833333333,105.210526316,107.0
192.0,224.0,224.0,146.2,145.5,133.894736842,136.076923077
119.0,129.0,129.0,75.6,78.6666666667,69.9473684211,78.0
195.0,193.0,193.0,136.6,139.083333333,128.0,125.153846154
156.0,164.5,164.5,143.2,155.083333333,141.894736842,143.230769231
257.0,264.5,264.5,183.4,189.916666667,179.526315789,183.153846154
204.0,241.0,241.0,151.6,167.083333333,155.684210526,161.846153846
70.0,69.5,69.5,45.4,48.6666666667,49.7368421053,51.0
114.0,132.0,132.0,103.0,99.25,94.7894736842,91.9615384615
63.0,79.0,79.0,51.6,48.0833333333,47.1052631579,50.2307692308
168.0,193.5,193.5,145.2,145.916666667,139.210526316,141.0
168.0,176.0,176.0,130.4,144.416666667,139.052631579,136.038461538
199.0,190.0,190.0,119.0,119.25,112.526315789,108.615384615
244.0,272.5,272.5,193.2,205.583333333,226.473684211,216.307692308
409.0,434.5,434.5,286.4,301.416666667,280.789473684,278.615384615
128.0,155.5,155.5,117.4,121.166666667,119.157894737,119.115384615
293.0,349.5,349.5,259.4,267.416666667,251.052631579,251.923076923
13.0,16.0,16.0,17.6,17.0833333333,17.1578947368,19.3461538462
66.0,77.0,77.0,57.0,61.0833333333,55.0526315789,53.8846153846
6.0,7.0,7.0,6.6,6.66666666667,5.94444444444,6.04
365.0,382.5,382.5,297.2,330.5,330.421052632,320.038461538
366.0,438.0,438.0,284.6,315.583333333,293.0,298.0
72.0,85.0,85.0,56.2,53.4166666667,50.9473684211,49.3461538462
97.0,119.0,119.0,82.8,80.8333333333,75.1052631579,74.8076923077
80.0,96.0,96.0,91.8,89.6666666667,91.8947368421,98.0384615385
147.0,158.0,158.0,106.2,107.0,96.6842105263,99.3461538462
112.0,126.5,126.5,86.2,90.5,87.5263157895,86.9615384615
22.0,35.0,35.0,21.2,21.1666666667,21.8421052632,22.1923076923
47.0,56.5,56.5,43.0,43.25,41.2105263158,42.0769230769
129.0,157.5,157.5,104.6,113.833333333,103.684210526,105.884615385
150.0,150.0,116.5,113.0,100.416666667,94.0526315789,89.5384615385
212.0,212.0,153.5,155.8,153.75,152.315789474,150.461538462
137.0,137.0,89.5,78.6,97.6666666667,89.7368421053,93.8076923077
176.0,176.0,124.0,108.4,112.25,114.052631579,114.769230769
48.0,48.0,29.5,22.2,21.4166666667,21.8947368421,21.6923076923
230.0,230.0,161.0,157.4,147.416666667,135.052631579,130.807692308
153.0,153.0,109.5,108.6,103.5,98.7368421053,97.1923076923
326.0,326.0,224.5,225.8,230.333333333,226.263157895,224.5
492.0,492.0,350.0,380.6,362.333333333,348.105263158,336.346153846
191.0,191.0,138.0,135.6,134.833333333,125.894736842,119.769230769
453.0,453.0,305.0,285.0,283.333333333,271.421052632,263.423076923
206.0,206.0,138.0,125.8,135.666666667,128.157894737,124.461538462
209.0,209.0,141.0,135.8,141.333333333,135.0,132.230769231
172.0,172.0,125.5,108.4,101.666666667,94.0,91.0769230769
88.0,88.0,58.0,61.4,61.3333333333,56.0526315789,52.4230769231
169.0,169.0,106.0,105.8,104.666666667,96.4736842105,95.8076923077
162.0,162.0,115.5,109.4,114.0,110.894736842,108.230769231
188.0,188.0,119.5,111.0,113.916666667,107.894736842,104.038461538
69.0,69.0,47.0,46.8,48.1666666667,49.4736842105,49.3076923077
173.0,173.0,135.0,172.0,155.416666667,145.526315789,141.307692308
102.0,102.0,66.5,70.8,65.0833333333,59.0526315789,58.3461538462
230.0,230.0,158.0,123.6,128.333333333,121.210526316,125.346153846
8.0,8.0,6.0,6.4,6.66666666667,6.05555555556,6.04
174.0,174.0,121.0,115.6,119.416666667,111.421052632,107.807692308
460.0,460.0,320.0,295.6,295.916666667,277.684210526,267.538461538
272.0,272.0,164.5,190.0,187.75,180.157894737,176.461538462
201.0,201.0,129.5,102.0,110.25,103.368421053,103.884615385
63.0,63.0,37.5,34.4,41.75,39.0526315789,38.5384615385
141.0,141.0,98.0,84.8,80.4166666667,74.7368421053,72.0384615385
301.0,301.0,208.5,199.2,206.75,226.736842105,212.0
66.0,66.0,45.0,42.2,44.9166666667,41.5789473684,41.7307692308
219.0,219.0,169.5,144.6,144.5,140.105263158,138.076923077
121.0,121.0,95.5,88.6,85.75,81.6842105263,86.6923076923
181.0,181.0,117.5,104.2,117.5,108.631578947,102.153846154
108.0,108.0,88.5,94.8,98.9166666667,93.2631578947,86.5
98.0,98.0,64.5,55.0,53.4166666667,49.6842105263,47.5
209.0,209.0,161.0,176.2,170.333333333,169.789473684,163.807692308
175.0,175.0,135.0,162.6,152.833333333,151.842105263,148.653846154
97.0,97.0,66.0,61.6,60.4166666667,61.7894736842,57.8846153846
121.0,121.0,89.0,84.8,82.75,75.7368421053,70.5769230769
362.0,362.0,280.5,281.8,271.833333333,254.210526316,250.384615385
112.0,112.0,94.0,93.2,89.5833333333,93.5263157895,98.6923076923
212.0,212.0,150.5,141.6,145.833333333,135.315789474,130.423076923
406.0,406.0,296.0,273.6,267.25,253.789473684,246.307692308
139.0,139.0,86.0,66.2,76.6666666667,70.7894736842,74.6538461538
510.0,510.0,340.0,316.8,317.25,296.894736842,291.5
171.0,171.0,120.0,100.0,88.0,82.1052631579,83.5769230769
184.0,184.0,129.5,141.2,141.833333333,139.578947368,132.730769231
300.0,300.0,224.5,234.4,240.5,222.578947368,215.384615385
101.0,101.0,66.5,54.8,56.0,53.7368421053,54.1153846154
88.0,88.0,74.0,71.6,66.25,61.4210526316,63.1923076923
95.0,95.0,61.0,51.0,48.6666666667,48.1578947368,49.0
196.0,196.0,137.5,137.4,134.5,121.736842105,116.692307692
183.0,183.0,134.0,125.4,122.333333333,120.263157895,116.307692308
93.0,93.0,66.0,77.4,74.4166666667,69.5789473684,65.5
256.0,256.0,163.0,147.6,142.416666667,133.789473684,131.384615385
400.0,400.0,296.5,343.0,334.75,330.052631579,313.230769231
42.0,42.0,34.5,39.8,35.25,32.4210526316,39.4615384615
141.0,141.0,93.0,86.8,94.9166666667,89.0,84.3846153846
223.0,223.0,138.0,118.0,119.583333333,112.157894737,110.153846154
148.0,148.0,99.5,98.8,93.8333333333,91.6842105263,88.7692307692
80.0,80.0,58.0,65.6,68.1666666667,80.7894736842,74.9230769231
139.0,139.0,87.0,67.2,74.3333333333,68.5263157895,70.1923076923
110.0,110.0,73.5,60.8,61.6666666667,58.5263157895,60.9230769231
230.0,230.0,141.5,117.8,107.666666667,98.0526315789,92.6923076923
19.0,19.0,13.0,17.8,18.0,17.6842105263,19.7692307692
186.0,186.0,123.5,107.4,113.25,104.736842105,102.807692308
162.0,162.0,119.0,110.2,102.916666667,97.7368421053,96.5384615385
40.0,40.0,34.0,37.4,41.5,40.7368421053,41.1153846154
258.0,258.0,163.5,137.2,132.666666667,132.526315789,130.923076923
230.0,230.0,207.0,220.2,223.75,209.736842105,200.884615385
278.0,278.0,182.0,159.4,166.583333333,158.157894737,157.307692308
388.0,388.0,274.0,267.2,282.833333333,263.684210526,254.5
,193.0,193.0,338.0,326.25,328.315789474,304.615384615
,28.0,28.0,43.6,40.25,41.6842105263,40.8461538462
,35.0,35.0,56.4,59.4166666667,60.8947368421,55.5769230769
,199.0,199.0,263.2,260.916666667,252.526315789,243.269230769
,31.0,31.0,68.2,62.75,57.9473684211,55.3076923077
,95.0,95.0,150.6,152.166666667,150.578947368,146.576923077
,31.0,31.0,45.4,48.5,47.5263157895,45.3461538462
,69.0,69.0,106.4,109.333333333,110.947368421,105.153846154
,75.0,75.0,149.6,140.166666667,139.684210526,129.538461538
,33.0,33.0,66.2,73.9166666667,71.7368421053,70.7692307692
,157.0,157.0,262.4,269.833333333,265.105263158,251.0
,79.0,79.0,131.2,127.416666667,117.894736842,112.153846154
,61.0,61.0,115.8,128.083333333,131.578947368,129.615384615
,55.0,55.0,73.8,75.1666666667,72.6315789474,67.9615384615
,27.0,27.0,38.2,33.8333333333,34.4736842105,38.9230769231
,73.0,73.0,134.0,135.0,132.473684211,128.115384615
,208.0,208.0,361.0,345.333333333,340.368421053,324.346153846
,66.0,66.0,105.4,99.75,97.0526315789,93.6153846154
,25.0,25.0,49.0,48.0833333333,49.2105263158,47.8461538462
,95.0,95.0,157.0,149.666666667,151.473684211,145.846153846
,70.0,70.0,85.0,81.25,84.2631578947,84.2307692308
,72.0,72.0,105.6,107.083333333,112.894736842,110.461538462
,45.0,45.0,82.8,93.5,86.8947368421,80.6538461538
,97.0,97.0,173.2,149.666666667,144.368421053,138.653846154
,69.0,69.0,91.0,78.6666666667,79.6842105263,79.1538461538
,69.0,69.0,119.6,125.5,128.631578947,124.192307692
,89.0,89.0,139.4,139.416666667,133.473684211,124.923076923
,7.0,7.0,16.4,18.0833333333,18.1578947368,19.9230769231
,40.0,40.0,47.6,49.5833333333,49.3157894737,46.6538461538
,184.0,184.0,223.2,219.666666667,208.947368421,197.807692308
,11.0,11.0,19.8,19.8333333333,21.1052631579,20.6153846154
,186.0,186.0,256.4,256.583333333,249.526315789,237.153846154
,79.0,79.0,97.0,95.3333333333,90.4210526316,87.1153846154
,24.0,24.0,38.6,43.5833333333,40.4210526316,40.3076923077
,61.0,61.0,98.4,105.916666667,101.157894737,98.1923076923
,37.0,37.0,57.0,57.8333333333,58.3157894737,57.9230769231
,116.0,116.0,188.2,198.25,220.894736842,205.653846154
,51.0,51.0,99.4,107.0,104.631578947,99.1538461538
,32.0,32.0,49.0,54.1666666667,52.1052631579,51.3846153846
,39.0,39.0,76.4,71.5833333333,68.0,63.1153846154
,123.0,123.0,213.8,220.75,224.736842105,217.269230769
,160.0,160.0,258.2,271.75,259.526315789,244.923076923
,69.0,69.0,101.4,96.9166666667,92.8421052632,84.0
,180.0,180.0,279.6,282.25,274.157894737,255.0
,86.0,86.0,111.2,121.166666667,118.894736842,119.0
,120.0,120.0,142.4,141.833333333,139.526315789,132.884615385
,83.0,83.0,98.0,94.5,90.6315789474,86.3461538462
,35.0,35.0,64.4,71.5833333333,68.4736842105,65.9230769231
,42.0,42.0,83.4,88.8333333333,92.2105263158,90.1153846154
,36.0,36.0,62.2,72.3333333333,80.3684210526,74.4615384615
,12.0,12.0,35.6,39.0833333333,38.8947368421,37.0769230769
,4.0,4.0,7.4,6.58333333333,5.88888888889,5.8
,149.0,149.0,222.2,234.916666667,218.105263158,208.961538462
,54.0,54.0,94.0,114.25,105.368421053,96.6153846154
,70.0,70.0,125.0,131.083333333,126.736842105,119.115384615
,76.0,76.0,100.8,97.8333333333,96.2105263158,92.8461538462
,170.0,170.0,301.8,302.666666667,290.631578947,278.0
,68.0,68.0,109.2,115.416666667,108.789473684,104.423076923
,28.0,28.0,61.0,60.0,54.1052631579,50.4230769231
,53.0,53.0,105.2,111.416666667,107.578947368,105.230769231
,51.0,51.0,91.6,90.8333333333,88.0526315789,85.9230769231
,27.0,27.0,44.0,44.9166666667,46.8947368421,46.3461538462
,58.0,58.0,95.6,105.75,103.578947368,98.3461538462
,92.0,92.0,143.6,141.083333333,130.315789474,125.961538462
,76.0,76.0,90.2,87.75,92.2631578947,98.5769230769
,43.0,43.0,101.8,100.5,93.5263157895,91.3076923077
,85.0,85.0,116.4,119.416666667,115.894736842,111.307692308
,57.0,57.0,80.4,77.6666666667,74.2105263158,67.5384615385
,70.0,70.0,130.8,131.083333333,128.473684211,124.769230769
,113.0,113.0,168.2,166.333333333,168.315789474,160.807692308
,53.0,53.0,101.6,98.3333333333,92.3684210526,86.1153846154
,57.0,57.0,180.8,181.833333333,177.894736842,170.307692308
,85.0,85.0,129.0,130.083333333,124.052631579,114.153846154
,60.0,60.0,68.8,66.1666666667,60.8947368421,61.0
,86.0,86.0,147.4,155.666666667,154.157894737,151.076923077
4.0,4.0,5.0,7.0,6.30769230769,5.84210526316,5.8
76.0,76.0,78.5,99.8333333333,96.0,96.55,92.8461538462
83.0,83.0,78.5,96.1666666667,90.6923076923,90.3,86.3461538462
120.0,120.0,113.0,143.166666667,138.230769231,139.3,132.884615385
40.0,40.0,40.5,50.1666666667,48.1538461538,49.55,46.6538461538
55.0,55.0,57.0,73.6666666667,72.3076923077,72.6,67.9615384615
116.0,116.0,134.0,199.833333333,231.230769231,219.55,205.653846154
170.0,170.0,166.0,308.833333333,290.0,292.4,278.0
58.0,58.0,59.5,102.166666667,101.538461538,106.75,98.3461538462
95.0,95.0,101.5,156.166666667,145.076923077,152.7,145.846153846
57.0,57.0,97.5,183.166666667,176.692307692,179.7,170.307692308
12.0,12.0,15.0,36.8333333333,37.2307692308,38.95,37.0769230769
61.0,61.0,74.0,126.333333333,125.923076923,134.0,129.615384615
11.0,11.0,10.5,20.5,19.3846153846,21.45,20.6153846154
70.0,70.0,84.5,138.5,126.307692308,128.3,119.115384615
79.0,79.0,86.5,134.333333333,122.153846154,118.7,112.153846154
199.0,199.0,185.0,267.333333333,253.384615385,251.1,243.269230769
45.0,45.0,55.5,86.6666666667,90.3076923077,87.35,80.6538461538
27.0,27.0,25.5,42.0,32.6923076923,37.1,38.9230769231
73.0,73.0,89.5,138.666666667,132.769230769,132.7,128.115384615
123.0,123.0,137.5,220.5,214.538461538,226.35,217.269230769
39.0,39.0,45.5,77.6666666667,70.0769230769,68.05,63.1153846154
53.0,53.0,63.5,108.5,109.076923077,109.45,105.230769231
69.0,69.0,78.5,124.0,122.230769231,129.45,124.192307692
92.0,92.0,111.0,145.166666667,135.153846154,131.4,125.961538462
95.0,95.0,96.0,154.166666667,147.307692308,151.6,146.576923077
186.0,186.0,175.0,254.666666667,250.0,248.5,237.153846154
72.0,72.0,79.5,108.666666667,102.153846154,115.75,110.461538462
24.0,24.0,32.0,40.6666666667,42.2307692308,40.9,40.3076923077
31.0,31.0,42.0,69.1666666667,60.2307692308,58.75,55.3076923077
57.0,57.0,55.5,81.8333333333,74.5384615385,74.9,67.5384615385
149.0,149.0,144.0,241.833333333,227.307692308,218.7,208.961538462
51.0,51.0,54.5,106.333333333,104.0,105.65,99.1538461538
53.0,53.0,53.5,106.666666667,94.3076923077,93.3,86.1153846154
208.0,208.0,224.0,360.666666667,338.692307692,338.8,324.346153846
70.0,70.0,63.0,87.1666666667,78.3846153846,86.55,84.2307692308
35.0,35.0,39.0,70.1666666667,68.7692307692,70.15,65.9230769231
61.0,61.0,69.0,104.5,102.0,102.9,98.1923076923
60.0,60.0,53.0,72.0,63.3846153846,61.9,61.0
113.0,113.0,110.0,162.166666667,163.846153846,165.4,160.807692308
33.0,33.0,32.5,76.1666666667,69.9230769231,74.25,70.7692307692
86.0,86.0,90.0,115.666666667,116.230769231,120.25,119.0
51.0,51.0,61.5,94.5,87.7692307692,86.8,85.9230769231
31.0,31.0,34.5,46.3333333333,47.6923076923,47.35,45.3461538462
37.0,37.0,37.5,61.0,55.6923076923,60.0,57.9230769231
7.0,7.0,8.0,16.6666666667,17.6923076923,18.8,19.9230769231
54.0,54.0,60.5,101.333333333,111.153846154,105.2,96.6153846154
69.0,69.0,75.5,105.666666667,93.3846153846,92.0,84.0
42.0,42.0,46.5,86.1666666667,87.5384615385,94.05,90.1153846154
25.0,25.0,30.0,50.3333333333,47.6923076923,49.9,47.8461538462
43.0,43.0,67.0,104.5,97.0,95.75,91.3076923077
180.0,180.0,171.5,290.166666667,273.461538462,274.95,255.0
160.0,160.0,163.0,274.0,260.615384615,259.25,244.923076923
66.0,66.0,70.0,104.166666667,96.1538461538,97.9,93.6153846154
85.0,85.0,87.5,136.166666667,125.153846154,124.05,114.153846154
193.0,193.0,206.0,340.5,319.076923077,327.55,304.615384615
27.0,27.0,31.0,45.1666666667,43.6153846154,47.25,46.3461538462
97.0,97.0,110.5,173.666666667,144.461538462,143.5,138.653846154
69.0,69.0,70.5,110.166666667,105.769230769,110.75,105.153846154
36.0,36.0,37.5,65.3333333333,72.2307692308,79.35,74.4615384615
32.0,32.0,37.5,49.5,51.9230769231,52.5,51.3846153846
28.0,28.0,46.0,62.0,57.1538461538,54.05,50.4230769231
79.0,79.0,89.0,96.8333333333,92.0,91.4,87.1153846154
86.0,86.0,86.5,149.333333333,153.846153846,156.4,151.076923077
69.0,69.0,71.0,95.5,76.9230769231,80.3,79.1538461538
89.0,89.0,93.5,145.5,133.384615385,134.8,124.923076923
35.0,35.0,36.5,59.3333333333,58.0769230769,59.95,55.5769230769
76.0,76.0,83.0,89.1666666667,88.0769230769,92.6,98.5769230769
75.0,75.0,91.5,146.333333333,137.692307692,138.2,129.538461538
68.0,68.0,72.0,110.5,111.0,108.05,104.423076923
184.0,184.0,167.0,228.666666667,210.846153846,208.2,197.807692308
85.0,85.0,90.0,115.166666667,115.846153846,117.05,111.307692308
28.0,28.0,26.5,44.8333333333,40.0769230769,41.55,40.8461538462
157.0,157.0,174.5,270.5,259.615384615,264.75,251.0
70.0,70.0,80.5,133.166666667,127.384615385,129.75,124.769230769
,150.0,166.0,243.666666667,209.153846154,211.05,197.230769231
,90.0,95.5,92.3333333333,89.3846153846,96.8,99.4615384615
,240.0,253.5,390.0,337.307692308,351.7,323.346153846
,54.0,62.0,118.833333333,93.2307692308,96.15,86.3076923077
,64.0,51.5,68.1666666667,57.2307692308,56.55,50.2307692308
,43.0,46.5,53.6666666667,52.1538461538,55.15,52.1153846154
,106.0,109.5,147.166666667,136.307692308,140.4,132.0
,66.0,66.5,98.8333333333,89.8461538462,91.1,80.6153846154
,38.0,42.5,64.8333333333,59.3846153846,63.75,55.1923076923
,35.0,36.5,53.5,44.9230769231,50.35,46.4615384615
,162.0,188.5,350.166666667,288.307692308,304.6,279.346153846
,40.0,39.0,48.1666666667,42.4615384615,42.5,40.6923076923
,171.0,189.0,294.0,248.769230769,260.05,241.730769231
,25.0,32.0,47.1666666667,40.4615384615,44.05,40.7692307692
,95.0,95.5,127.0,114.923076923,121.4,110.730769231
,164.0,206.0,280.833333333,247.769230769,257.0,236.076923077
,72.0,73.0,124.833333333,106.0,114.75,105.538461538
,32.0,43.5,90.1666666667,70.4615384615,81.1,70.9615384615
,87.0,78.0,119.5,101.846153846,123.05,110.5
,6.0,7.5,7.66666666667,6.23076923077,6.10526315789,5.84
,59.0,60.5,82.8333333333,71.6153846154,75.3,67.8846153846
,107.0,121.0,171.0,165.384615385,169.8,162.192307692
,38.0,40.5,68.8333333333,56.3076923077,63.45,58.0384615385
,88.0,98.0,140.666666667,124.923076923,137.25,124.615384615
,138.0,165.5,212.333333333,179.076923077,189.0,172.0
,108.0,112.5,162.333333333,138.461538462,140.75,131.423076923
,82.0,78.5,118.333333333,92.8461538462,94.55,82.7307692308
,72.0,71.0,109.166666667,87.6153846154,90.2,86.5
,43.0,41.0,84.3333333333,68.9230769231,75.75,65.6538461538
,18.0,18.0,46.0,37.3846153846,41.95,37.9615384615
,10.0,12.5,21.6666666667,20.8461538462,22.4,21.1153846154
,87.0,95.0,180.833333333,155.230769231,165.65,151.346153846
,94.0,111.0,149.166666667,119.923076923,122.9,111.769230769
,106.0,107.0,148.666666667,134.615384615,138.0,128.615384615
,139.0,172.0,265.333333333,226.615384615,225.0,210.807692308
,74.0,95.5,127.666666667,109.692307692,115.65,107.346153846
,99.0,83.5,105.833333333,90.6923076923,93.0,87.3461538462
,74.0,84.0,101.5,88.3846153846,93.5,85.2307692308
,46.0,48.5,76.1666666667,60.9230769231,65.0,60.2307692308
,53.0,66.5,77.5,59.9230769231,62.4,55.7307692308
,61.0,60.0,117.666666667,101.0,111.15,97.5384615385
,90.0,106.0,152.666666667,124.076923077,127.6,115.346153846
,124.0,145.0,190.666666667,144.230769231,149.75,140.153846154
,74.0,76.0,117.833333333,95.1538461538,102.65,93.9615384615
,41.0,42.5,53.3333333333,47.6153846154,51.2,46.3461538462
,130.0,134.0,163.0,135.076923077,134.65,125.923076923
,87.0,83.5,142.333333333,129.615384615,140.9,130.769230769
,166.0,190.5,313.166666667,260.153846154,270.2,244.115384615
,38.0,40.0,49.8333333333,48.6923076923,48.6,46.3461538462
,91.0,106.5,162.5,125.846153846,137.8,125.076923077
,163.0,191.5,334.333333333,269.615384615,286.95,253.884615385
,58.0,67.0,120.5,104.384615385,111.35,99.6538461538
,219.0,264.0,374.666666667,321.615384615,334.75,306.576923077
,152.0,152.5,224.833333333,232.076923077,226.65,207.730769231
,24.0,26.0,43.6666666667,32.2307692308,41.05,39.3461538462
,39.0,53.5,73.1666666667,75.1538461538,81.4,74.7307692308
,56.0,66.5,94.8333333333,76.0,91.7,83.1153846154
,98.0,93.0,168.833333333,132.461538462,140.7,124.307692308
,99.0,92.0,151.833333333,128.384615385,135.3,118.923076923
,54.0,62.5,89.8333333333,73.6153846154,76.2,67.2692307692
,77.0,73.5,128.166666667,101.692307692,110.3,98.4230769231
,94.0,93.5,133.5,114.923076923,128.95,118.807692308
,152.0,185.0,249.666666667,214.846153846,235.65,219.192307692
,76.0,88.0,128.666666667,111.615384615,112.0,105.153846154
,91.0,86.0,121.5,97.5384615385,101.4,91.5384615385
,81.0,87.5,109.333333333,95.7692307692,99.75,93.1923076923
,51.0,59.5,101.833333333,89.3846153846,100.95,91.3076923077
,52.0,61.0,90.0,71.0769230769,71.2,63.1538461538
,108.0,120.5,168.666666667,146.461538462,156.8,146.307692308
,35.0,31.5,55.8333333333,48.8461538462,52.85,48.3461538462
,192.0,207.5,305.333333333,260.230769231,275.15,251.846153846
,67.0,80.5,123.666666667,110.230769231,111.3,96.7307692308
,73.0,70.0,96.0,74.7692307692,83.85,79.0384615385
,9.0,24.5,20.1666666667,18.0769230769,20.05,20.7692307692
,97.0,108.0,168.0,148.923076923,158.5,147.576923077
87.0,95.0,144.333333333,171.428571429,151.357142857,163.476190476,151.346153846
73.0,70.0,86.6666666667,91.1428571429,73.6428571429,82.2857142857,79.0384615385
24.0,26.0,43.3333333333,38.7142857143,31.5714285714,41.3333333333,39.3461538462
162.0,188.5,301.333333333,330.142857143,280.071428571,298.80952381,279.346153846
171.0,189.0,282.666666667,280.285714286,243.214285714,256.476190476,241.730769231
81.0,87.5,104.333333333,103.428571429,93.4285714286,98.0476190476,93.1923076923
88.0,98.0,119.666666667,132.142857143,123.357142857,133.619047619,124.615384615
74.0,84.0,110.666666667,94.7142857143,86.7857142857,91.4761904762,85.2307692308
46.0,48.5,70.0,69.5714285714,59.4285714286,64.0476190476,60.2307692308
130.0,134.0,155.0,150.857142857,132.071428571,132.666666667,125.923076923
91.0,86.0,105.666666667,112.285714286,95.4285714286,99.380952381,91.5384615385
219.0,264.0,374.0,360.428571429,313.785714286,330.714285714,306.576923077
