NextExisting1Value,NextExisting2Value,NextExisting3Value,NextExisting7Value,NextExisting14Value,NextExisting21Value,NextExisting30Value
79.0,117.0,145.333333333,136.428571429,120.416666667,132.333333333,125.2
94.0,100.5,111.333333333,93.1428571429,93.75,97.4444444444,95.48
40.0,44.0,52.0,46.1428571429,42.75,44.8333333333,43.56
114.0,151.0,184.0,159.428571429,154.833333333,161.166666667,162.36
67.0,86.5,102.0,89.8571428571,83.3333333333,82.7222222222,79.32
133.0,138.5,167.0,156.571428571,156.0,159.5,159.8
16.0,18.0,23.6666666667,19.5714285714,21.9166666667,21.1111111111,19.4
70.0,82.5,100.333333333,91.8571428571,86.1666666667,89.5555555556,86.88
37.0,46.5,65.6666666667,52.1428571429,44.9166666667,49.1111111111,51.32
89.0,99.5,126.0,108.571428571,102.333333333,104.333333333,104.72
70.0,75.0,94.3333333333,97.4285714286,93.8333333333,89.6111111111,86.64
83.0,107.5,135.0,128.0,124.333333333,129.555555556,128.6
40.0,52.5,57.3333333333,50.2857142857,53.1666666667,59.3333333333,60.84
37.0,45.0,47.3333333333,42.8571428571,50.0,71.3888888889,84.36
190.0,200.5,235.666666667,234.857142857,224.25,231.611111111,233.16
145.0,154.0,178.666666667,162.142857143,147.416666667,162.388888889,161.28
102.0,115.5,128.0,125.857142857,122.5,126.0,127.08
37.0,49.5,65.0,58.0,57.6666666667,59.3333333333,54.24
24.0,29.5,37.6666666667,31.1428571429,29.3333333333,30.0,28.04
147.0,175.5,204.0,184.428571429,180.0,182.944444444,175.68
26.0,40.5,56.6666666667,54.7142857143,53.25,54.8333333333,52.64
81.0,102.5,102.333333333,89.2857142857,85.4166666667,85.4444444444,89.4
57.0,81.5,98.6666666667,80.0,73.4166666667,79.5,76.4
24.0,33.0,39.0,34.4285714286,33.5833333333,36.2777777778,35.48
87.0,103.5,110.0,102.857142857,102.083333333,99.8888888889,96.44
65.0,86.5,139.333333333,155.571428571,161.666666667,174.055555556,171.0
35.0,39.0,42.0,35.8571428571,37.0833333333,42.6111111111,54.2
41.0,64.0,69.0,66.7142857143,63.25,68.0,65.12
33.0,51.0,64.0,57.2857142857,55.8333333333,61.3888888889,59.8
101.0,124.0,175.333333333,142.142857143,126.666666667,137.222222222,138.12
73.0,94.0,115.666666667,97.8571428571,91.9166666667,96.6666666667,94.4
77.0,94.0,91.6666666667,75.4285714286,63.5,63.3888888889,60.4
187.0,208.5,220.333333333,204.857142857,200.333333333,206.833333333,204.04
151.0,199.5,211.0,191.714285714,181.5,206.5,191.12
116.0,171.5,189.666666667,175.428571429,161.25,163.333333333,162.56
53.0,57.5,100.0,84.7142857143,73.75,80.0555555556,75.0
93.0,99.5,119.333333333,99.8571428571,96.3333333333,101.611111111,97.44
46.0,62.0,77.6666666667,62.5714285714,57.1666666667,60.1666666667,56.88
94.0,102.5,113.666666667,105.0,102.25,101.555555556,101.48
68.0,74.0,83.6666666667,71.8571428571,72.1666666667,73.2777777778,70.12
33.0,44.5,43.0,40.4285714286,40.8333333333,40.4444444444,38.68
172.0,181.5,201.333333333,187.428571429,193.75,204.5,205.6
136.0,164.5,322.333333333,211.714285714,181.333333333,173.166666667,162.32
82.0,95.5,101.666666667,80.2857142857,79.8333333333,84.7222222222,84.28
30.0,26.0,26.0,33.7142857143,34.75,35.8888888889,38.6
143.0,153.5,163.0,165.142857143,158.083333333,167.666666667,163.88
76.0,94.0,119.0,92.7142857143,92.4166666667,95.6111111111,94.24
52.0,76.0,101.333333333,91.7142857143,87.1666666667,87.5,84.56
70.0,73.5,76.6666666667,81.4285714286,74.0,77.4444444444,75.6
172.0,231.0,263.333333333,228.428571429,223.166666667,237.222222222,231.84
113.0,143.0,198.666666667,150.714285714,131.416666667,133.222222222,125.72
19.0,32.5,52.0,48.2857142857,45.3333333333,51.9444444444,50.04
102.0,120.5,148.333333333,131.142857143,130.0,134.833333333,136.16
16.0,34.0,45.3333333333,41.7142857143,41.25,42.4444444444,41.28
27.0,31.5,339.0,172.428571429,112.25,83.0,68.72
98.0,152.5,177.0,136.0,131.083333333,135.166666667,128.56
99.0,133.0,167.0,142.285714286,137.5,143.055555556,145.12
67.0,88.5,101.666666667,95.2857142857,90.5833333333,89.5,90.24
78.0,89.5,99.0,113.714285714,111.0,108.666666667,107.92
64.0,94.0,117.0,99.2857142857,101.166666667,101.0,98.48
62.0,82.0,98.6666666667,87.2857142857,77.0833333333,81.1666666667,79.76
161.0,200.5,207.333333333,163.142857143,155.166666667,159.722222222,153.6
80.0,130.5,142.0,115.571428571,107.666666667,116.055555556,114.24
51.0,64.0,74.3333333333,76.7142857143,75.5833333333,75.5555555556,70.8
169.0,215.5,239.0,206.285714286,207.416666667,218.111111111,213.04
54.0,68.5,90.3333333333,81.5714285714,77.5,79.6111111111,78.32
46.0,71.0,91.0,76.0,73.0833333333,74.0,70.32
57.0,65.5,74.3333333333,67.8571428571,65.3333333333,66.4444444444,63.52
104.0,151.0,169.333333333,144.285714286,132.25,154.666666667,151.2
74.0,83.0,82.3333333333,66.7142857143,65.5,66.6666666667,65.0
188.0,219.0,207.666666667,162.857142857,157.416666667,164.166666667,167.68
42.0,54.5,50.6666666667,46.0,39.75,41.7222222222,41.72
46.0,68.5,73.3333333333,51.4285714286,47.75,53.5,53.4
117.0,128.5,128.666666667,91.0,92.3333333333,102.0,99.88
22.0,24.0,29.0,36.4285714286,34.75,35.6111111111,38.92
97.0,121.0,119.666666667,96.0,86.5,87.8333333333,87.44
163.0,185.0,175.666666667,134.857142857,131.333333333,136.333333333,133.88
62.0,79.0,72.6666666667,63.7142857143,59.3333333333,59.2222222222,55.68
173.0,241.5,208.333333333,149.428571429,130.75,132.944444444,129.4
364.0,380.5,375.333333333,292.714285714,283.25,291.166666667,292.72
76.0,87.5,82.6666666667,65.5714285714,57.6666666667,59.1111111111,58.4
204.0,232.5,230.333333333,191.142857143,180.583333333,182.666666667,179.36
173.0,218.5,201.333333333,153.428571429,140.166666667,143.722222222,143.48
71.0,76.5,71.3333333333,59.1428571429,55.4166666667,56.6111111111,55.56
100.0,126.0,121.0,95.8571428571,87.9166666667,87.6111111111,87.52
227.0,226.5,211.666666667,180.857142857,164.0,166.444444444,167.28
155.0,178.5,184.333333333,139.857142857,122.916666667,134.111111111,132.32
181.0,173.0,158.666666667,117.428571429,109.166666667,117.388888889,119.32
207.0,216.5,198.0,140.142857143,132.166666667,133.888888889,132.72
43.0,45.5,43.0,37.0,36.9166666667,44.3888888889,58.64
106.0,132.5,130.333333333,98.0,95.75,101.5,99.32
120.0,121.5,123.666666667,105.857142857,100.583333333,100.0,97.96
223.0,224.0,210.333333333,176.142857143,175.25,188.666666667,188.6
302.0,336.0,334.0,245.571428571,223.75,230.777777778,235.32
344.0,373.0,359.666666667,283.857142857,275.083333333,301.666666667,295.92
329.0,376.0,371.0,287.142857143,277.666666667,288.333333333,288.4
164.0,173.0,193.666666667,166.285714286,160.166666667,168.777777778,168.28
56.0,48.0,48.6666666667,41.2857142857,41.0833333333,40.2222222222,39.8
108.0,176.5,178.333333333,170.0,170.166666667,177.722222222,179.88
68.0,69.5,65.0,48.5714285714,48.0,52.8888888889,52.88
144.0,184.0,188.0,158.857142857,154.75,160.722222222,164.88
84.0,87.0,75.0,57.5714285714,57.25,59.7777777778,59.92
36.0,495.0,362.333333333,173.142857143,111.75,83.1666666667,74.64
111.0,99.0,99.6666666667,68.5714285714,61.5,63.1666666667,60.4
193.0,415.5,332.0,210.285714286,180.5,173.777777778,163.84
84.0,108.5,110.666666667,88.8571428571,82.5833333333,88.8333333333,91.76
62.0,123.5,120.0,87.1428571429,76.4166666667,80.2777777778,78.0
96.0,113.5,108.0,78.7142857143,73.9166666667,74.7777777778,73.48
240.0,230.5,205.333333333,159.285714286,154.416666667,158.833333333,153.16
167.0,201.0,192.333333333,144.285714286,137.0,144.111111111,150.32
124.0,143.5,143.0,103.714285714,103.25,103.055555556,101.48
56.0,80.0,78.6666666667,52.8571428571,44.9166666667,49.1666666667,55.8
118.0,122.0,118.666666667,92.1428571429,89.0833333333,97.1666666667,101.68
101.0,109.5,107.666666667,120.0,112.416666667,108.944444444,109.84
128.0,127.5,126.0,90.5714285714,81.0,85.1666666667,84.92
113.0,155.0,131.666666667,127.714285714,118.5,117.055555556,115.76
190.0,230.5,209.333333333,162.428571429,153.75,168.333333333,176.2
86.0,90.0,85.6666666667,65.1428571429,64.8333333333,68.5,69.0
77.0,80.0,103.333333333,80.5714285714,73.1666666667,77.5,77.84
66.0,61.0,63.3333333333,50.7142857143,45.3333333333,47.4444444444,45.8
163.0,195.5,191.333333333,157.285714286,146.75,162.833333333,163.68
524.0,523.0,497.333333333,406.857142857,389.25,388.055555556,380.16
264.0,301.0,319.666666667,253.428571429,245.0,241.611111111,245.16
52.0,60.0,63.3333333333,45.8571428571,44.0833333333,44.5,42.32
78.0,93.5,87.0,60.5714285714,57.0833333333,59.5555555556,58.2
191.0,216.0,212.333333333,189.0,194.333333333,204.611111111,210.72
102.0,117.0,114.666666667,87.2857142857,79.0,81.7777777778,81.92
132.0,161.0,170.0,132.285714286,126.833333333,132.444444444,133.24
106.0,119.5,112.666666667,81.0,74.8333333333,80.2222222222,80.16
20.0,27.5,26.3333333333,23.1428571429,22.3333333333,20.7777777778,19.64
198.0,202.0,194.333333333,142.142857143,140.5,158.777777778,154.04
38.0,52.0,50.3333333333,39.0,39.4166666667,42.9444444444,43.84
69.0,79.5,74.0,62.0,56.75,62.2222222222,62.16
86.0,103.0,94.6666666667,72.0,66.0833333333,69.7777777778,69.84
35.0,44.5,41.6666666667,30.1428571429,29.8333333333,30.2222222222,28.96
77.0,86.0,99.0,79.7142857143,76.3333333333,75.1666666667,76.76
290.0,309.0,301.0,233.857142857,225.916666667,238.055555556,240.92
106.0,119.5,109.666666667,92.2857142857,84.3333333333,82.9444444444,82.28
187.0,271.5,257.0,199.428571429,174.666666667,169.0,170.76
65.0,66.0,64.3333333333,51.8571428571,55.8333333333,60.1666666667,62.96
262.0,274.0,274.333333333,211.285714286,213.416666667,218.166666667,218.36
112.0,140.5,133.0,93.2857142857,91.5,96.6666666667,97.36
199.0,224.0,211.0,141.285714286,130.833333333,143.111111111,145.4
139.0,167.0,160.666666667,120.142857143,114.583333333,119.111111111,116.88
92.0,102.0,95.6666666667,74.2857142857,70.9166666667,76.0,79.84
107.0,120.0,122.0,93.4285714286,94.75,97.0555555556,98.2
151.0,168.5,180.333333333,147.857142857,139.833333333,145.222222222,148.08
110.0,119.0,114.0,99.8571428571,90.9166666667,90.4444444444,92.88
230.0,237.0,228.666666667,204.857142857,200.166666667,207.0,208.56
42.0,46.5,43.0,34.5714285714,34.5,36.2222222222,36.76
109.0,111.5,97.6666666667,79.8571428571,78.9166666667,84.3888888889,85.6
85.0,98.5,93.6666666667,73.5714285714,69.5,72.8333333333,76.2
129.0,141.0,145.333333333,124.714285714,126.166666667,128.555555556,129.88
50.0,89.0,95.0,82.0,84.3333333333,91.7777777778,94.36
48.0,58.0,63.3333333333,47.1428571429,43.0,44.1666666667,45.44
115.0,137.0,137.333333333,101.142857143,93.8333333333,97.5555555556,100.04
145.0,162.5,153.0,128.428571429,115.25,120.277777778,119.76
65.0,89.5,95.6666666667,70.4285714286,62.6666666667,66.8888888889,68.16
95.0,115.5,118.333333333,92.5714285714,86.0833333333,90.4444444444,88.56
6.0,4.0,6.0,5.66666666667,5.72727272727,6.11764705882,6.41666666667
140.0,148.5,134.666666667,99.2857142857,96.0,98.8888888889,95.64
163.0,175.0,171.666666667,146.0,151.583333333,161.055555556,163.36
80.0,91.5,86.0,70.8571428571,71.75,72.8333333333,72.84
80.0,106.5,114.0,98.8571428571,93.4166666667,90.3888888889,88.52
211.0,258.5,277.666666667,236.857142857,223.25,231.444444444,239.88
147.0,212.5,204.333333333,139.571428571,128.5,136.777777778,144.96
111.0,123.5,125.333333333,104.714285714,101.0,101.166666667,103.04
53.0,52.5,50.3333333333,43.0,53.8333333333,75.5,93.48
139.0,171.5,162.333333333,134.142857143,131.5,137.055555556,139.76
55.0,72.0,71.6666666667,60.2857142857,54.25,55.8333333333,55.28
375.0,469.5,446.0,334.571428571,310.166666667,327.166666667,326.16
87.0,83.0,89.6666666667,69.1428571429,63.8333333333,68.7777777778,67.28
48.0,46.0,42.6666666667,30.2857142857,27.0833333333,27.5,68.0
83.0,108.5,108.333333333,84.4285714286,78.3333333333,79.0555555556,80.88
110.0,144.5,149.333333333,110.571428571,102.75,104.611111111,107.72
124.0,113.0,106.333333333,89.4285714286,84.8333333333,86.5555555556,90.44
248.0,241.0,239.0,198.142857143,184.833333333,205.666666667,192.96
118.0,135.0,118.666666667,92.5714285714,94.0,103.055555556,110.4
71.0,63.5,54.3333333333,47.5714285714,49.1666666667,52.0,52.64
271.0,219.0,186.0,160.285714286,156.833333333,167.058823529,198.44
82.0,71.5,67.3333333333,57.7142857143,54.25,55.7647058824,56.0
225.0,204.0,170.333333333,182.0,178.0,186.647058824,187.28
338.0,347.5,295.333333333,257.857142857,247.333333333,240.294117647,246.04
123.0,125.5,112.666666667,109.857142857,100.25,98.8235294118,97.08
180.0,157.0,138.666666667,124.428571429,116.5,118.823529412,143.8
136.0,130.0,117.0,94.5714285714,86.6666666667,90.1764705882,89.12
118.0,111.0,133.0,121.285714286,112.333333333,109.411764706,111.64
133.0,111.5,100.333333333,96.4285714286,83.5833333333,81.5882352941,101.84
278.0,233.0,187.333333333,137.714285714,129.5,136.176470588,148.52
197.0,141.0,134.333333333,127.714285714,121.666666667,117.294117647,114.6
52.0,49.0,44.3333333333,45.4285714286,59.5,76.8235294118,97.92
564.0,481.5,397.333333333,332.571428571,315.416666667,324.352941176,329.48
153.0,153.5,135.666666667,125.714285714,127.25,128.529411765,129.36
306.0,311.0,273.333333333,242.0,226.583333333,232.647058824,244.72
133.0,131.0,120.666666667,104.0,93.6666666667,91.0,89.08
179.0,169.0,135.666666667,117.285714286,102.166666667,104.294117647,108.84
103.0,89.0,81.3333333333,71.1428571429,74.0833333333,72.4117647059,73.84
35.0,29.5,23.0,22.5714285714,22.6666666667,20.8235294118,19.88
159.0,142.5,123.666666667,101.714285714,96.4166666667,101.235294118,99.8
182.0,208.5,190.666666667,175.714285714,162.916666667,169.058823529,168.8
250.0,217.5,189.666666667,157.857142857,157.083333333,162.764705882,167.16
244.0,228.0,223.666666667,210.428571429,201.083333333,205.647058824,208.68
94.0,85.5,71.0,67.1428571429,63.8333333333,67.4705882353,68.6
234.0,234.5,205.333333333,189.0,216.333333333,203.176470588,189.56
120.0,99.0,84.3333333333,71.7142857143,65.5,68.8235294118,69.12
102.0,97.5,88.3333333333,87.1428571429,82.9166666667,84.3529411765,88.84
54.0,45.0,41.3333333333,30.1428571429,30.1666666667,29.9411764706,29.04
228.0,205.5,192.333333333,158.285714286,153.75,162.823529412,165.72
128.0,116.0,99.6666666667,100.857142857,89.0,89.2941176471,93.2
90.0,70.5,60.6666666667,56.0,57.6666666667,58.3529411765,59.8
522.0,484.0,440.666666667,398.285714286,382.75,380.058823529,375.84
136.0,132.5,120.0,106.428571429,100.583333333,100.588235294,104.72
397.0,381.0,342.333333333,294.142857143,284.333333333,286.882352941,292.64
159.0,148.5,118.333333333,100.571428571,93.3333333333,96.5294117647,99.92
68.0,69.0,55.3333333333,45.8571428571,43.6666666667,44.0588235294,41.84
114.0,92.0,82.3333333333,82.2857142857,80.75,82.9411764706,84.92
207.0,182.0,154.333333333,132.714285714,134.5,134.764705882,133.44
286.0,280.5,235.333333333,215.428571429,212.333333333,215.588235294,219.4
190.0,189.0,155.666666667,133.428571429,128.083333333,132.470588235,133.04
226.0,204.0,185.0,178.142857143,164.666666667,162.882352941,165.36
241.0,223.0,211.0,192.857142857,197.833333333,205.411764706,212.16
112.0,98.0,82.3333333333,72.5714285714,69.3333333333,72.1176470588,77.08
206.0,192.5,165.666666667,136.285714286,144.666666667,156.470588235,153.64
67.0,55.0,47.6666666667,46.8571428571,40.0,41.7058823529,42.04
226.0,193.5,151.0,140.0,129.666666667,129.588235294,130.84
48.0,43.0,38.0,37.5714285714,39.8333333333,44.4705882353,60.48
112.0,97.5,83.3333333333,77.8571428571,71.3333333333,75.0588235294,80.24
423.0,392.0,349.0,289.0,285.0,285.941176471,286.6
195.0,171.5,138.333333333,126.571428571,116.083333333,117.941176471,117.56
169.0,143.5,118.333333333,100.142857143,91.0833333333,95.7647058824,98.76
152.0,131.5,110.666666667,102.142857143,88.9166666667,86.8823529412,87.04
402.0,367.5,325.333333333,277.0,282.666666667,299.176470588,296.12
114.0,111.0,86.3333333333,72.8571428571,63.1666666667,67.0,70.04
83.0,116.5,109.333333333,81.8571428571,74.75,77.5294117647,80.0
95.0,110.0,94.0,82.5714285714,77.1666666667,75.0588235294,77.88
89.0,80.0,72.3333333333,61.7142857143,53.9166666667,55.8823529412,55.68
132.0,121.0,104.0,84.7142857143,77.9166666667,80.5882352941,82.08
186.0,195.0,170.0,151.142857143,141.583333333,144.882352941,149.96
140.0,134.5,108.0,93.2857142857,93.5833333333,101.117647059,99.88
2.0,6.0,5.66666666667,6.5,6.18181818182,6.125,6.375
165.0,147.5,119.666666667,114.285714286,106.916666667,113.647058824,138.96
40.0,45.0,40.0,41.7142857143,39.5,39.2941176471,39.96
152.0,119.0,104.666666667,96.2857142857,98.0,102.176470588,110.4
221.0,188.0,171.333333333,151.285714286,152.5,154.058823529,149.08
187.0,176.0,153.666666667,153.0,154.0,160.941176471,165.64
310.0,226.0,183.0,142.857142857,129.166666667,130.588235294,129.72
638.0,401.5,305.666666667,213.571428571,179.0,172.647058824,164.36
26.0,32.5,34.6666666667,39.2857142857,35.9166666667,36.4117647059,39.92
109.0,91.5,72.6666666667,62.5714285714,58.75,58.4705882353,57.96
245.0,213.5,190.666666667,193.0,182.583333333,181.823529412,182.68
134.0,121.0,97.0,86.0,79.9166666667,78.8235294118,84.64
133.0,124.0,101.666666667,91.0,84.8333333333,89.1176470588,92.96
185.0,149.0,119.666666667,90.1428571429,81.3333333333,81.3529411765,79.72
328.0,306.5,261.666666667,238.285714286,225.166666667,235.0,241.92
128.0,117.5,97.6666666667,94.0,89.6666666667,94.2352941176,97.88
249.0,217.0,176.666666667,137.857142857,131.416666667,139.823529412,146.08
235.0,205.0,167.333333333,142.142857143,138.75,142.764705882,151.0
51.0,43.5,39.0,33.7142857143,34.1666666667,35.8823529412,38.04
96.0,78.0,70.3333333333,63.8571428571,60.3333333333,59.0588235294,56.6
79.0,91.0,77.6666666667,68.4285714286,65.5833333333,67.7058823529,66.72
66.0,56.5,50.6666666667,42.4285714286,41.4166666667,43.2352941176,43.36
954.0,525.5,362.0,173.142857143,111.583333333,85.9411764706,75.16
127.0,125.0,107.666666667,87.0,78.1666666667,82.6470588235,83.8
157.0,132.0,115.0,104.0,95.1666666667,96.4705882353,94.2
68.0,71.0,56.0,48.0,43.6666666667,43.9411764706,46.04
91.0,87.0,70.3333333333,51.7142857143,49.1666666667,53.9411764706,54.92
202.0,199.0,169.333333333,136.285714286,126.416666667,132.882352941,133.52
99.0,86.0,73.6666666667,64.1428571429,56.0833333333,58.1176470588,58.36
356.0,292.0,243.666666667,200.428571429,173.5,167.941176471,170.64
60.0,58.5,49.6666666667,56.5714285714,66.5833333333,77.4117647059,84.8
261.0,243.5,206.666666667,197.285714286,181.083333333,181.411764706,178.88
44.0,40.0,36.0,29.4285714286,26.3333333333,26.2941176471,74.6
104.0,90.0,69.6666666667,51.2857142857,44.25,48.7647058824,58.68
92.0,86.5,77.3333333333,68.5714285714,65.5833333333,66.2352941176,66.28
56.0,62.0,54.6666666667,49.8571428571,45.5,46.3529411765,44.8
224.0,210.0,184.666666667,167.571428571,160.916666667,161.705882353,167.6
145.0,131.0,110.666666667,96.4285714286,85.75,87.2941176471,87.6
87.0,94.0,77.6666666667,61.7142857143,57.8333333333,60.3529411765,58.08
163.0,152.5,122.0,107.285714286,103.416666667,101.823529412,100.92
204.0,174.0,155.666666667,145.0,135.083333333,136.941176471,139.96
133.0,116.0,95.3333333333,76.8571428571,73.75,78.7058823529,79.6
126.0,119.0,105.333333333,89.0,89.5,95.9411764706,102.16
67.0,64.0,56.3333333333,53.4285714286,57.4166666667,59.8823529412,62.92
133.0,129.5,110.666666667,97.2857142857,94.5,96.4705882353,99.56
131.0,114.0,90.3333333333,80.4285714286,74.75,73.5294117647,73.32
264.0,215.5,185.0,154.0,141.416666667,142.0,143.0
90.0,76.5,63.3333333333,60.8571428571,57.75,61.8235294118,63.16
370.0,350.0,293.333333333,241.714285714,221.583333333,226.588235294,236.2
10.0,7.5,6.66666666667,7.4,6.63636363636,6.4,6.54166666667
154.0,127.0,123.666666667,121.166666667,128.833333333,127.0,128.4
73.0,61.0,58.0,58.3333333333,55.75,55.5625,56.4
144.0,131.5,126.0,135.166666667,131.75,132.75,136.2
316.0,257.0,236.333333333,231.333333333,229.583333333,228.0625,242.68
134.0,118.0,105.333333333,115.166666667,119.5,115.0,140.16
179.0,145.5,129.0,124.666666667,146.833333333,153.375,152.52
333.0,287.0,260.666666667,256.166666667,292.333333333,292.75,287.44
71.0,64.0,61.3333333333,57.1666666667,53.5,53.8125,54.64
112.0,95.0,83.6666666667,82.8333333333,93.1666666667,94.0625,101.92
226.0,179.5,163.333333333,186.666666667,180.5,176.4375,174.12
285.0,228.5,215.333333333,223.333333333,229.833333333,229.1875,237.0
74.0,54.5,50.6666666667,54.8333333333,56.5,55.3125,55.16
