YearDayRange,MonthDayRange,WeekDayRange,MonthRange,YearRange
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
258,17,0,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
260,21,3,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
208,18,5,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
283,24,6,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
224,4,4,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
147,8,1,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
37,20,2,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
131,3,0,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
26,15,3,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
220,26,5,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
306,13,6,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
308,19,4,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
315,1,1,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
18,0,2,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
11,23,0,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
36,5,3,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
66,9,5,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
327,16,6,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
296,25,4,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
194,11,1,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
291,29,2,6,5
74,27,0,6,5
74,27,0,6,5
74,27,0,6,5
74,27,0,6,5
74,27,0,6,5
